time,time_ms,load_g
2021-03-20 13:17:09,4630325,1915.44
2021-03-20 13:17:10,4631125,1957.76
2021-03-20 13:17:11,4631925,1988.22
2021-03-20 13:17:12,4632724,1990.25
2021-03-20 13:17:12,4633524,1983.03
2021-03-20 13:17:13,4634324,1933.99
2021-03-20 13:17:14,4635124,1913.57
2021-03-20 13:17:15,4635924,1939.64
2021-03-20 13:17:16,4636723,1973.97
2021-03-20 13:17:16,4637523,1995.04
2021-03-20 13:17:17,4638323,1973.08
2021-03-20 13:17:18,4639123,1937.84
2021-03-20 13:17:19,4639923,1914.56
2021-03-20 13:17:20,4640722,1936.04
2021-03-20 13:17:20,4641522,1968.48
2021-03-20 13:17:21,4642321,1966.28
2021-03-20 13:17:22,4643121,1953.62
2021-03-20 13:17:23,4643921,1955.62
2021-03-20 13:17:24,4644720,1949.91
2021-03-20 13:17:24,4645520,1922.46
2021-03-20 13:17:25,4646320,1922.74
2021-03-20 13:17:26,4647120,1924.33
2021-03-20 13:17:27,4647919,1938.44
2021-03-20 13:17:28,4648719,1954.75
2021-03-20 13:17:28,4649519,1995.13
2021-03-20 13:17:29,4650318,2008.97
2021-03-20 13:17:30,4651118,1969.67
2021-03-20 13:17:31,4651918,1916.88
2021-03-20 13:17:32,4652717,1934.72
2021-03-20 13:17:32,4653517,1980.89
2021-03-20 13:17:33,4654317,1962.72
2021-03-20 13:17:34,4655117,1920.7
2021-03-20 13:17:35,4655916,1908.07
2021-03-20 13:17:36,4656716,1934.43
2021-03-20 13:17:36,4657516,1969.22
2021-03-20 13:17:37,4658315,1986.49
2021-03-20 13:17:38,4659115,1997.3
2021-03-20 13:17:39,4659915,1968.25
2021-03-20 13:17:40,4660714,1912.28
2021-03-20 13:17:40,4661514,1906.29
2021-03-20 13:17:41,4662314,1960.49
2021-03-20 13:17:42,4663114,1981.5
2021-03-20 13:17:43,4663913,1958.17
2021-03-20 13:17:44,4664713,1947.04
2021-03-20 13:17:44,4665513,1937.93
2021-03-20 13:17:45,4666312,1942.5
2021-03-20 13:17:46,4667112,1942.03
2021-03-20 13:17:47,4667911,1947.11
2021-03-20 13:17:48,4668711,1944.06
2021-03-20 13:17:48,4669510,1930.28
2021-03-20 13:17:49,4670310,1953.63
2021-03-20 13:17:50,4671109,1982.41
2021-03-20 13:17:51,4671909,2000.69
2021-03-20 13:17:52,4672709,1967.27
2021-03-20 13:17:52,4673508,1934.43
2021-03-20 13:17:53,4674308,1946.2
2021-03-20 13:17:54,4675107,1957.15
2021-03-20 13:17:55,4675907,1957.48
2021-03-20 13:17:56,4676707,1954.76
2021-03-20 13:17:56,4677506,1975.94
2021-03-20 13:17:57,4678306,1955.2
2021-03-20 13:17:58,4679105,1902.67
2021-03-20 13:17:59,4679905,1887.51
2021-03-20 13:18:00,4680704,1955.11
2021-03-20 13:18:00,4681504,2038.82
2021-03-20 13:18:01,4682303,2041.99
2021-03-20 13:18:02,4683103,1972.51
2021-03-20 13:18:03,4683902,1908.0
2021-03-20 13:18:04,4684702,1861.69
2021-03-20 13:18:04,4685502,1855.68
2021-03-20 13:18:05,4686301,1913.29
2021-03-20 13:18:06,4687101,1971.62
2021-03-20 13:18:07,4687901,2000.23
2021-03-20 13:18:08,4688701,2024.26
2021-03-20 13:18:08,4689500,2032.31
2021-03-20 13:18:09,4690300,1980.21
2021-03-20 13:18:10,4691099,1884.66
2021-03-20 13:18:11,4691899,1876.29
2021-03-20 13:18:12,4692699,1928.82
2021-03-20 13:18:12,4693499,1980.8
2021-03-20 13:18:13,4694298,2012.05
2021-03-20 13:18:14,4695098,2007.63
2021-03-20 13:18:15,4695897,1955.69
2021-03-20 13:18:16,4696697,1906.84
2021-03-20 13:18:16,4697496,1914.8
2021-03-20 13:18:17,4698296,1940.78
2021-03-20 13:18:18,4699095,1994.16
2021-03-20 13:18:19,4699895,2003.63
2021-03-20 13:18:20,4700694,1953.68
2021-03-20 13:18:20,4701494,1890.16
2021-03-20 13:18:21,4702293,1905.0
2021-03-20 13:18:22,4703093,1955.35
2021-03-20 13:18:23,4703893,1985.69
2021-03-20 13:18:24,4704692,1997.6
2021-03-20 13:18:24,4705492,1980.04
2021-03-20 13:18:25,4706291,1955.93
2021-03-20 13:18:26,4707091,1936.49
2021-03-20 13:18:27,4707890,1900.81
2021-03-20 13:18:28,4708690,1897.1
2021-03-20 13:18:28,4709489,1903.49
2021-03-20 13:18:29,4710289,1952.15
2021-03-20 13:18:30,4711088,2014.4
2021-03-20 13:18:31,4711887,2020.38
2021-03-20 13:18:32,4712687,1972.39
2021-03-20 13:18:32,4713486,1905.41
2021-03-20 13:18:33,4714286,1909.6
2021-03-20 13:18:34,4715085,1945.38
2021-03-20 13:18:35,4715884,1983.86
2021-03-20 13:18:36,4716684,2001.49
2021-03-20 13:18:36,4717484,1982.65
2021-03-20 13:18:37,4718283,1935.11
2021-03-20 13:18:38,4719083,1889.22
2021-03-20 13:18:39,4719882,1890.21
2021-03-20 13:18:40,4720682,1933.71
2021-03-20 13:18:40,4721481,1985.37
2021-03-20 13:18:41,4722280,2013.52
2021-03-20 13:18:42,4723080,2010.08
2021-03-20 13:18:43,4723879,1944.09
2021-03-20 13:18:44,4724679,1880.04
2021-03-20 13:18:44,4725478,1893.2
2021-03-20 13:18:45,4726278,1948.47
2021-03-20 13:18:46,4727077,1997.59
2021-03-20 13:18:47,4727877,2002.77
2021-03-20 13:18:48,4728677,1981.65
2021-03-20 13:18:48,4729476,1922.07
2021-03-20 13:18:49,4730276,1869.02
2021-03-20 13:18:50,4731075,1933.12
2021-03-20 13:18:51,4731875,1986.64
2021-03-20 13:18:52,4732674,2010.38
2021-03-20 13:18:52,4733473,1988.35
2021-03-20 13:18:53,4734273,1929.91
2021-03-20 13:18:54,4735073,1887.9
2021-03-20 13:18:55,4735872,1908.26
2021-03-20 13:18:56,4736672,1938.76
2021-03-20 13:18:56,4737471,1974.19
2021-03-20 13:18:57,4738270,1986.8
2021-03-20 13:18:58,4739070,1961.52
2021-03-20 13:18:59,4739869,1945.94
2021-03-20 13:19:00,4740668,1941.61
2021-03-20 13:19:00,4741468,1908.89
2021-03-20 13:19:01,4742267,1932.47
2021-03-20 13:19:02,4743067,1998.73
2021-03-20 13:19:03,4743866,2012.04
2021-03-20 13:19:04,4744666,1993.4
2021-03-20 13:19:04,4745465,1951.54
2021-03-20 13:19:05,4746265,1918.54
2021-03-20 13:19:06,4747064,1947.05
2021-03-20 13:19:07,4747864,1983.06
2021-03-20 13:19:08,4748663,1982.7
2021-03-20 13:19:08,4749463,1939.22
2021-03-20 13:19:09,4750263,1926.35
2021-03-20 13:19:10,4751062,1942.05
2021-03-20 13:19:11,4751862,1968.86
2021-03-20 13:19:12,4752661,1972.3
2021-03-20 13:19:12,4753461,1954.95
2021-03-20 13:19:13,4754260,1971.03
2021-03-20 13:19:14,4755060,1952.22
2021-03-20 13:19:15,4755859,1933.25
2021-03-20 13:19:16,4756659,1959.83
2021-03-20 13:19:16,4757458,1965.93
2021-03-20 13:19:17,4758258,1937.18
2021-03-20 13:19:18,4759057,1927.58
2021-03-20 13:19:19,4759857,1961.87
2021-03-20 13:19:20,4760657,2013.27
2021-03-20 13:19:20,4761456,1976.74
2021-03-20 13:19:21,4762256,1942.82
2021-03-20 13:19:22,4763055,1953.38
2021-03-20 13:19:23,4763854,1983.55
2021-03-20 13:19:24,4764654,1958.59
2021-03-20 13:19:24,4765453,1924.18
2021-03-20 13:19:25,4766253,1909.78
2021-03-20 13:19:26,4767052,1886.24
2021-03-20 13:19:27,4767851,1909.27
2021-03-20 13:19:28,4768651,1970.06
2021-03-20 13:19:28,4769450,2031.42
2021-03-20 13:19:29,4770250,2042.82
2021-03-20 13:19:30,4771049,2018.73
2021-03-20 13:19:31,4771848,1968.43
2021-03-20 13:19:32,4772648,1942.45
2021-03-20 13:19:32,4773447,1937.13
2021-03-20 13:19:33,4774247,1926.69
2021-03-20 13:19:34,4775046,1944.78
2021-03-20 13:19:35,4775845,1940.85
2021-03-20 13:19:36,4776645,1997.77
2021-03-20 13:19:36,4777444,2006.45
2021-03-20 13:19:37,4778243,1989.4
2021-03-20 13:19:38,4779043,1998.7
2021-03-20 13:19:39,4779842,1992.23
2021-03-20 13:19:40,4780642,1961.59
2021-03-20 13:19:40,4781441,1947.18
2021-03-20 13:19:41,4782241,1943.49
2021-03-20 13:19:42,4783040,1970.56
2021-03-20 13:19:43,4783840,2014.95
2021-03-20 13:19:44,4784639,2048.41
2021-03-20 13:19:44,4785439,2041.92
2021-03-20 13:19:45,4786238,1998.03
2021-03-20 13:19:46,4787038,1938.46
2021-03-20 13:19:47,4787837,1952.16
2021-03-20 13:19:48,4788637,1997.44
2021-03-20 13:19:48,4789436,2034.81
2021-03-20 13:19:49,4790236,2023.97
2021-03-20 13:19:50,4791035,1926.87
2021-03-20 13:19:51,4791835,1836.84
2021-03-20 13:19:51,4792635,1967.38
2021-03-20 13:19:52,4793434,2052.03
2021-03-20 13:19:53,4794234,2062.12
2021-03-20 13:19:54,4795033,2046.09
2021-03-20 13:19:55,4795833,2052.24
2021-03-20 13:19:55,4796632,2064.04
2021-03-20 13:19:56,4797431,2077.98
2021-03-20 13:19:57,4798231,2050.98
2021-03-20 13:19:58,4799030,2029.83
2021-03-20 13:19:59,4799829,1993.7
2021-03-20 13:19:59,4800629,2007.94
2021-03-20 13:20:00,4801428,2011.34
2021-03-20 13:20:01,4802227,2040.41
2021-03-20 13:20:02,4803027,2024.06
2021-03-20 13:20:03,4803826,1901.32
2021-03-20 13:20:03,4804626,1817.54
2021-03-20 13:20:04,4805425,1933.36
2021-03-20 13:20:05,4806224,1980.57
2021-03-20 13:20:06,4807024,2039.31
2021-03-20 13:20:07,4807823,2092.52
2021-03-20 13:20:07,4808622,2071.62
2021-03-20 13:20:08,4809422,2029.6
2021-03-20 13:20:09,4810221,2016.08
2021-03-20 13:20:10,4811021,2042.39
2021-03-20 13:20:11,4811820,2030.7
2021-03-20 13:20:11,4812619,2034.18
2021-03-20 13:20:12,4813418,2069.44
2021-03-20 13:20:13,4814218,2085.88
2021-03-20 13:20:14,4815017,2038.91
2021-03-20 13:20:15,4815817,1986.34
2021-03-20 13:20:15,4816616,1996.47
2021-03-20 13:20:16,4817415,2057.7
2021-03-20 13:20:17,4818215,1996.85
2021-03-20 13:20:18,4819014,1925.04
2021-03-20 13:20:19,4819813,1927.36
2021-03-20 13:20:19,4820612,1935.0
2021-03-20 13:20:20,4821411,1951.81
2021-03-20 13:20:21,4822210,1955.79
2021-03-20 13:20:22,4823010,1932.65
2021-03-20 13:20:23,4823809,1887.0
2021-03-20 13:20:23,4824608,1879.91
2021-03-20 13:20:24,4825408,1952.12
2021-03-20 13:20:25,4826207,2005.15
2021-03-20 13:20:26,4827006,2028.39
2021-03-20 13:20:27,4827805,2058.95
2021-03-20 13:20:27,4828604,2053.12
2021-03-20 13:20:28,4829403,1965.97
2021-03-20 13:20:29,4830202,1897.96
2021-03-20 13:20:30,4831002,1943.63
2021-03-20 13:20:31,4831801,1989.47
2021-03-20 13:20:31,4832600,1989.38
2021-03-20 13:20:32,4833399,1963.4
2021-03-20 13:20:33,4834198,1965.19
2021-03-20 13:20:34,4834998,1990.46
2021-03-20 13:20:35,4835797,1978.31
2021-03-20 13:20:35,4836596,1913.12
2021-03-20 13:20:36,4837395,1884.28
2021-03-20 13:20:37,4838195,1882.84
2021-03-20 13:20:38,4838994,1919.72
2021-03-20 13:20:39,4839793,1992.18
2021-03-20 13:20:39,4840592,2032.12
2021-03-20 13:20:40,4841391,2019.85
2021-03-20 13:20:41,4842190,1996.46
2021-03-20 13:20:42,4842989,1976.35
2021-03-20 13:20:43,4843789,1973.59
2021-03-20 13:20:43,4844588,1939.71
2021-03-20 13:20:44,4845387,1906.74
2021-03-20 13:20:45,4846186,1958.46
2021-03-20 13:20:46,4846985,1977.47
2021-03-20 13:20:47,4847784,1946.61
2021-03-20 13:20:47,4848583,1942.75
2021-03-20 13:20:48,4849382,1974.49
2021-03-20 13:20:49,4850181,1990.78
2021-03-20 13:20:50,4850980,1940.36
2021-03-20 13:20:51,4851779,1911.52
2021-03-20 13:20:51,4852579,1907.84
2021-03-20 13:20:52,4853378,1949.09
2021-03-20 13:20:53,4854177,1990.8
2021-03-20 13:20:54,4854976,2013.56
2021-03-20 13:20:55,4855776,1997.46
2021-03-20 13:20:55,4856575,1975.84
2021-03-20 13:20:56,4857374,1952.78
2021-03-20 13:20:57,4858173,1917.97
2021-03-20 13:20:58,4858972,1889.66
2021-03-20 13:20:59,4859771,1919.06
2021-03-20 13:20:59,4860571,1952.85
2021-03-20 13:21:00,4861370,2004.97
2021-03-20 13:21:01,4862169,2032.68
2021-03-20 13:21:02,4862968,2000.96
2021-03-20 13:21:03,4863767,1947.37
2021-03-20 13:21:03,4864567,1922.34
2021-03-20 13:21:04,4865366,1915.99
2021-03-20 13:21:05,4866165,1911.09
2021-03-20 13:21:06,4866964,1915.14
2021-03-20 13:21:07,4867763,1866.13
2021-03-20 13:21:07,4868563,1890.21
2021-03-20 13:21:08,4869362,1993.23
2021-03-20 13:21:09,4870161,2025.46
2021-03-20 13:21:10,4870960,2029.79
2021-03-20 13:21:11,4871759,2048.23
2021-03-20 13:21:11,4872559,2039.34
2021-03-20 13:21:12,4873358,2004.77
2021-03-20 13:21:13,4874157,1926.45
2021-03-20 13:21:14,4874956,1842.89
2021-03-20 13:21:15,4875755,1910.38
2021-03-20 13:21:15,4876554,1950.71
2021-03-20 13:21:16,4877353,1988.2
2021-03-20 13:21:17,4878153,2015.43
2021-03-20 13:21:18,4878952,1992.71
2021-03-20 13:21:19,4879751,1934.29
2021-03-20 13:21:19,4880550,1935.63
2021-03-20 13:21:20,4881349,1968.62
2021-03-20 13:21:21,4882149,1982.86
2021-03-20 13:21:22,4882948,1992.67
2021-03-20 13:21:23,4883747,1972.77
2021-03-20 13:21:23,4884546,1953.23
2021-03-20 13:21:24,4885345,1949.28
2021-03-20 13:21:25,4886144,1958.32
2021-03-20 13:21:26,4886943,1949.0
2021-03-20 13:21:27,4887742,1923.45
2021-03-20 13:21:27,4888541,1917.2
2021-03-20 13:21:28,4889340,1920.57
2021-03-20 13:21:29,4890139,1961.72
2021-03-20 13:21:30,4890939,2029.43
2021-03-20 13:21:31,4891738,2024.97
2021-03-20 13:21:31,4892537,1994.57
2021-03-20 13:21:32,4893336,1953.45
2021-03-20 13:21:33,4894135,1927.59
2021-03-20 13:21:34,4894934,1920.03
2021-03-20 13:21:35,4895733,1943.95
2021-03-20 13:21:35,4896532,1959.68
2021-03-20 13:21:36,4897331,1962.65
2021-03-20 13:21:37,4898130,1950.58
2021-03-20 13:21:38,4898929,1929.22
2021-03-20 13:21:39,4899728,1939.26
2021-03-20 13:21:39,4900528,1972.1
2021-03-20 13:21:40,4901327,2011.4
2021-03-20 13:21:41,4902126,2029.77
2021-03-20 13:21:42,4902925,1997.54
2021-03-20 13:21:43,4903724,1949.08
2021-03-20 13:21:43,4904523,1931.59
2021-03-20 13:21:44,4905322,1967.78
2021-03-20 13:21:45,4906122,1985.01
2021-03-20 13:21:46,4906921,1988.81
2021-03-20 13:21:47,4907720,1960.6
2021-03-20 13:21:47,4908519,1930.93
2021-03-20 13:21:48,4909318,1941.72
2021-03-20 13:21:49,4910117,1927.87
2021-03-20 13:21:50,4910917,1930.21
2021-03-20 13:21:51,4911716,1971.86
2021-03-20 13:21:51,4912515,2006.19
2021-03-20 13:21:52,4913314,2005.27
2021-03-20 13:21:53,4914113,1976.78
2021-03-20 13:21:54,4914912,1954.57
2021-03-20 13:21:55,4915712,1967.67
2021-03-20 13:21:55,4916511,1979.79
2021-03-20 13:21:56,4917310,1992.67
2021-03-20 13:21:57,4918109,2022.8
2021-03-20 13:21:58,4918908,2014.26
2021-03-20 13:21:59,4919708,2000.77
2021-03-20 13:21:59,4920507,1985.98
2021-03-20 13:22:00,4921306,1942.8
2021-03-20 13:22:01,4922105,1910.16
2021-03-20 13:22:02,4922904,1947.12
2021-03-20 13:22:03,4923703,1999.92
2021-03-20 13:22:03,4924502,2036.2
2021-03-20 13:22:04,4925301,2025.25
2021-03-20 13:22:05,4926100,1971.03
2021-03-20 13:22:06,4926899,1899.09
2021-03-20 13:22:07,4927698,1963.93
2021-03-20 13:22:07,4928497,2065.13
2021-03-20 13:22:08,4929296,2062.67
2021-03-20 13:22:09,4930095,1954.28
2021-03-20 13:22:10,4930894,1877.79
2021-03-20 13:22:11,4931694,1939.27
2021-03-20 13:22:11,4932493,2026.04
2021-03-20 13:22:12,4933292,2032.3
2021-03-20 13:22:13,4934091,2006.15
2021-03-20 13:22:14,4934890,1978.72
2021-03-20 13:22:15,4935689,1864.36
2021-03-20 13:22:15,4936487,1857.86
2021-03-20 13:22:16,4937286,1969.58
2021-03-20 13:22:17,4938085,2034.4
2021-03-20 13:22:18,4938885,2032.98
2021-03-20 13:22:19,4939684,2039.82
2021-03-20 13:22:19,4940483,2037.94
2021-03-20 13:22:20,4941282,1999.37
2021-03-20 13:22:21,4942081,1942.61
2021-03-20 13:22:22,4942880,1894.23
2021-03-20 13:22:23,4943679,1931.57
2021-03-20 13:22:23,4944478,1968.82
2021-03-20 13:22:24,4945277,1993.11
2021-03-20 13:22:25,4946076,2002.86
2021-03-20 13:22:26,4946875,1982.74
2021-03-20 13:22:27,4947674,1931.86
2021-03-20 13:22:27,4948473,1905.72
2021-03-20 13:22:28,4949272,1964.08
2021-03-20 13:22:29,4950071,2008.03
2021-03-20 13:22:30,4950870,2047.75
2021-03-20 13:22:31,4951669,2031.23
2021-03-20 13:22:31,4952468,1982.75
2021-03-20 13:22:32,4953267,1926.87
2021-03-20 13:22:33,4954066,1939.71
2021-03-20 13:22:34,4954865,1971.16
2021-03-20 13:22:35,4955664,2001.63
2021-03-20 13:22:35,4956463,1995.01
2021-03-20 13:22:36,4957262,1956.31
2021-03-20 13:22:37,4958061,1955.18
2021-03-20 13:22:38,4958860,1975.01
2021-03-20 13:22:39,4959659,1990.52
2021-03-20 13:22:39,4960458,1964.76
2021-03-20 13:22:40,4961257,1954.55
2021-03-20 13:22:41,4962057,1957.27
2021-03-20 13:22:42,4962856,1934.4
2021-03-20 13:22:43,4963655,1930.76
2021-03-20 13:22:43,4964454,1930.91
2021-03-20 13:22:44,4965253,1925.14
2021-03-20 13:22:45,4966052,1940.18
2021-03-20 13:22:46,4966851,1967.3
2021-03-20 13:22:46,4967651,1991.21
2021-03-20 13:22:47,4968450,2010.57
2021-03-20 13:22:48,4969249,2019.19
2021-03-20 13:22:49,4970048,1989.64
2021-03-20 13:22:50,4970847,1962.4
2021-03-20 13:22:50,4971646,1958.75
2021-03-20 13:22:51,4972445,1975.72
2021-03-20 13:22:52,4973244,1967.64
2021-03-20 13:22:53,4974043,1941.2
2021-03-20 13:22:54,4974842,1887.25
2021-03-20 13:22:54,4975641,1878.78
2021-03-20 13:22:55,4976440,1912.57
2021-03-20 13:22:56,4977240,1953.45
2021-03-20 13:22:57,4978039,1981.15
2021-03-20 13:22:58,4978838,2000.83
2021-03-20 13:22:58,4979637,2009.48
2021-03-20 13:22:59,4980436,1993.75
2021-03-20 13:23:00,4981235,1960.24
2021-03-20 13:23:01,4982034,1920.56
2021-03-20 13:23:02,4982833,1931.42
2021-03-20 13:23:02,4983633,1979.21
2021-03-20 13:23:03,4984431,1999.92
2021-03-20 13:23:04,4985230,1984.51
2021-03-20 13:23:05,4986029,1938.32
2021-03-20 13:23:06,4986828,1913.5
2021-03-20 13:23:06,4987627,1949.81
2021-03-20 13:23:07,4988426,2021.62
2021-03-20 13:23:08,4989226,2023.3
2021-03-20 13:23:09,4990025,2003.79
2021-03-20 13:23:10,4990824,1991.02
2021-03-20 13:23:10,4991623,1972.3
2021-03-20 13:23:11,4992422,1949.22
2021-03-20 13:23:12,4993221,1962.22
2021-03-20 13:23:13,4994020,1974.38
2021-03-20 13:23:14,4994819,1963.16
2021-03-20 13:23:14,4995618,1950.27
2021-03-20 13:23:15,4996417,1972.51
2021-03-20 13:23:16,4997216,1950.24
2021-03-20 13:23:17,4998015,1890.35
2021-03-20 13:23:18,4998814,1921.23
2021-03-20 13:23:18,4999613,2003.26
2021-03-20 13:23:19,5000412,2053.66
2021-03-20 13:23:20,5001211,2035.83
2021-03-20 13:23:21,5002010,2011.02
2021-03-20 13:23:22,5002809,1996.31
2021-03-20 13:23:22,5003608,1930.91
2021-03-20 13:23:23,5004407,1891.27
2021-03-20 13:23:24,5005206,1919.99
2021-03-20 13:23:25,5006005,2000.93
2021-03-20 13:23:26,5006804,2061.04
2021-03-20 13:23:26,5007602,2039.01
2021-03-20 13:23:27,5008401,1980.52
2021-03-20 13:23:28,5009200,1969.88
2021-03-20 13:23:29,5009999,1981.03
2021-03-20 13:23:30,5010798,1978.79
2021-03-20 13:23:30,5011597,1956.56
2021-03-20 13:23:31,5012396,1950.15
2021-03-20 13:23:32,5013194,1921.52
2021-03-20 13:23:33,5013993,1916.33
2021-03-20 13:23:34,5014792,2004.2
2021-03-20 13:23:34,5015591,2056.9
2021-03-20 13:23:35,5016390,2037.87
2021-03-20 13:23:36,5017289,1969.28
2021-03-20 13:23:37,5018088,1933.52
2021-03-20 13:23:38,5018887,1929.35
2021-03-20 13:23:39,5019686,1926.61
2021-03-20 13:23:39,5020485,1961.17
2021-03-20 13:23:40,5021284,1993.06
2021-03-20 13:23:41,5022083,1994.49
2021-03-20 13:23:42,5022882,1964.13
2021-03-20 13:23:43,5023681,1975.19
2021-03-20 13:23:43,5024480,2016.08
2021-03-20 13:23:44,5025279,1962.93
2021-03-20 13:23:45,5026078,1926.78
2021-03-20 13:23:46,5026877,1932.19
2021-03-20 13:23:47,5027676,1967.93
2021-03-20 13:23:47,5028475,1956.93
2021-03-20 13:23:48,5029274,1949.35
2021-03-20 13:23:49,5030073,1956.9
2021-03-20 13:23:50,5030872,1958.29
2021-03-20 13:23:51,5031671,1961.76
2021-03-20 13:23:51,5032470,1967.48
2021-03-20 13:23:52,5033269,2009.69
2021-03-20 13:23:53,5034068,2005.5
2021-03-20 13:23:54,5034867,1971.76
2021-03-20 13:23:55,5035666,1955.94
2021-03-20 13:23:55,5036465,1979.61
2021-03-20 13:23:56,5037264,1974.89
2021-03-20 13:23:57,5038063,1943.25
2021-03-20 13:23:58,5038861,1946.79
2021-03-20 13:23:58,5039660,1951.83
2021-03-20 13:23:59,5040459,1923.54
2021-03-20 13:24:00,5041258,1900.39
2021-03-20 13:24:01,5042057,1943.87
2021-03-20 13:24:02,5042856,2014.48
2021-03-20 13:24:02,5043655,2021.58
2021-03-20 13:24:03,5044454,1994.24
2021-03-20 13:24:04,5045253,1980.39
2021-03-20 13:24:05,5046052,1969.11
2021-03-20 13:24:06,5046851,1936.37
2021-03-20 13:24:06,5047650,1891.25
2021-03-20 13:24:07,5048449,1902.94
2021-03-20 13:24:08,5049249,1967.34
2021-03-20 13:24:09,5050048,2017.48
2021-03-20 13:24:10,5050846,2035.49
2021-03-20 13:24:10,5051645,2019.17
2021-03-20 13:24:11,5052444,1977.94
2021-03-20 13:24:12,5053243,1943.69
2021-03-20 13:24:13,5054042,1935.84
2021-03-20 13:24:14,5054841,1946.61
2021-03-20 13:24:14,5055640,1969.74
2021-03-20 13:24:15,5056439,1995.44
2021-03-20 13:24:16,5057238,1990.56
2021-03-20 13:24:17,5058037,1969.23
2021-03-20 13:24:18,5058836,1969.12
2021-03-20 13:24:18,5059635,1931.6
2021-03-20 13:24:19,5060434,1881.32
2021-03-20 13:24:20,5061233,1926.35
2021-03-20 13:24:21,5062032,1980.54
2021-03-20 13:24:22,5062831,2017.45
2021-03-20 13:24:22,5063630,2014.9
2021-03-20 13:24:23,5064429,1992.36
2021-03-20 13:24:24,5065228,1925.75
2021-03-20 13:24:25,5066026,1880.41
2021-03-20 13:24:26,5066825,1911.52
2021-03-20 13:24:26,5067624,1984.59
2021-03-20 13:24:27,5068423,2007.25
2021-03-20 13:24:28,5069222,1994.81
2021-03-20 13:24:29,5070021,1967.72
2021-03-20 13:24:30,5070820,1919.37
2021-03-20 13:24:30,5071618,1899.17
2021-03-20 13:24:31,5072417,1970.69
2021-03-20 13:24:32,5073216,2022.8
2021-03-20 13:24:33,5074015,2050.4
2021-03-20 13:24:34,5074814,2013.52
2021-03-20 13:24:34,5075613,1967.26
2021-03-20 13:24:35,5076412,1917.94
2021-03-20 13:24:36,5077211,1896.27
2021-03-20 13:24:37,5078010,1917.93
2021-03-20 13:24:38,5078808,1935.7
2021-03-20 13:24:38,5079607,1975.39
2021-03-20 13:24:39,5080406,2015.44
2021-03-20 13:24:40,5081205,1984.22
2021-03-20 13:24:41,5082004,1946.71
2021-03-20 13:24:42,5082803,1959.98
2021-03-20 13:24:42,5083602,1982.66
2021-03-20 13:24:43,5084401,1966.45
2021-03-20 13:24:44,5085200,1965.29
2021-03-20 13:24:45,5085999,1964.03
2021-03-20 13:24:46,5086798,1943.61
2021-03-20 13:24:46,5087597,1934.03
2021-03-20 13:24:47,5088396,1983.0
2021-03-20 13:24:48,5089195,2022.68
2021-03-20 13:24:49,5089994,1970.93
2021-03-20 13:24:50,5090792,1921.12
2021-03-20 13:24:50,5091591,1927.17
2021-03-20 13:24:51,5092390,1966.81
2021-03-20 13:24:52,5093189,1982.68
2021-03-20 13:24:53,5093988,1972.28
2021-03-20 13:24:54,5094787,1951.45
2021-03-20 13:24:54,5095586,1911.7
2021-03-20 13:24:55,5096384,1912.05
2021-03-20 13:24:56,5097183,1947.92
2021-03-20 13:24:57,5097982,1991.77
2021-03-20 13:24:58,5098781,2023.19
2021-03-20 13:24:58,5099579,2040.14
2021-03-20 13:24:59,5100378,1991.4
2021-03-20 13:25:00,5101177,1913.9
2021-03-20 13:25:01,5101975,1891.48
2021-03-20 13:25:02,5102774,1943.56
2021-03-20 13:25:02,5103572,1973.3
2021-03-20 13:25:03,5104371,1995.48
2021-03-20 13:25:04,5105170,2006.94
2021-03-20 13:25:05,5105969,1982.49
2021-03-20 13:25:06,5106768,1925.09
2021-03-20 13:25:06,5107566,1877.55
2021-03-20 13:25:07,5108365,1941.23
2021-03-20 13:25:08,5109164,1989.27
2021-03-20 13:25:09,5109963,2002.01
2021-03-20 13:25:10,5110761,1983.05
2021-03-20 13:25:10,5111560,1959.41
2021-03-20 13:25:11,5112359,1934.95
2021-03-20 13:25:12,5113158,1877.16
2021-03-20 13:25:13,5113957,1910.52
2021-03-20 13:25:14,5114755,1986.89
2021-03-20 13:25:14,5115554,2036.33
2021-03-20 13:25:15,5116353,2038.75
2021-03-20 13:25:16,5117152,1995.48
2021-03-20 13:25:17,5117951,1932.51
2021-03-20 13:25:18,5118750,1899.57
2021-03-20 13:25:18,5119549,1928.61
2021-03-20 13:25:19,5120348,1941.73
2021-03-20 13:25:20,5121147,1969.32
2021-03-20 13:25:21,5121946,2001.14
2021-03-20 13:25:22,5122745,1992.81
2021-03-20 13:25:22,5123544,1949.84
2021-03-20 13:25:23,5124343,1907.62
2021-03-20 13:25:24,5125141,1930.48
2021-03-20 13:25:25,5125940,1959.6
2021-03-20 13:25:26,5126739,1988.46
2021-03-20 13:25:26,5127538,1983.8
2021-03-20 13:25:27,5128337,1958.62
2021-03-20 13:25:28,5129135,1954.69
2021-03-20 13:25:29,5129934,1922.01
2021-03-20 13:25:30,5130733,1897.94
2021-03-20 13:25:30,5131532,1939.6
2021-03-20 13:25:31,5132330,1998.49
2021-03-20 13:25:32,5133129,2038.99
2021-03-20 13:25:33,5133928,2021.15
2021-03-20 13:25:34,5134726,1966.84
2021-03-20 13:25:34,5135525,1906.93
2021-03-20 13:25:35,5136324,1898.0
2021-03-20 13:25:36,5137122,1945.39
