time_ms,co2_V
979,0.4
1753,0.46
2528,0.49
3302,0.65
4077,0.75
4851,0.82
5626,0.89
6400,0.96
7175,1.02
7949,1.07
8723,1.1
9498,1.15
10277,1.14
11052,1.15
11827,1.12
12601,1.09
13375,1.08
14147,1.07
14919,1.08
15690,1.12
16462,1.19
17234,1.23
18005,1.3
18780,1.34
19552,1.38
20324,1.42
21095,1.46
21866,1.49
22637,1.51
23408,1.53
24178,1.56
24950,1.57
25721,1.58
26492,1.6
27266,1.6
28037,1.61
28808,1.62
29579,1.63
30350,1.64
31121,1.66
31892,1.65
32663,1.65
33433,1.66
34205,1.65
34976,1.66
35750,1.66
36521,1.65
37292,1.66
38063,1.66
38834,1.67
39605,1.66
40376,1.66
41147,1.66
41918,1.66
42689,1.67
43460,1.66
44229,1.67
44999,1.67
45770,1.66
46541,1.67
47313,1.67
48083,1.66
48854,1.67
49625,1.67
50396,1.67
51167,1.67
51938,1.67
52713,1.65
53484,1.65
54255,1.66
55025,1.65
55796,1.66
56568,1.66
57339,1.66
58109,1.66
58880,1.65
59651,1.65
60422,1.65
61193,1.66
61968,1.66
62739,1.65
63509,1.66
64280,1.65
65051,1.65
65822,1.65
66593,1.65
67364,1.66
68135,1.66
68905,1.65
69676,1.66
70451,1.66
71222,1.65
71993,1.66
72763,1.65
73534,1.65
74306,1.65
75076,1.65
75847,1.65
76618,1.64
77389,1.64
78160,1.64
78935,1.64
79706,1.64
80477,1.62
81248,1.63
82019,1.61
82790,1.61
83561,1.62
84332,1.63
85103,1.63
85874,1.63
86645,1.62
87420,1.64
88191,1.63
88962,1.62
89733,1.63
90504,1.63
91275,1.64
92046,1.63
92817,1.63
93588,1.63
94359,1.62
95130,1.64
95905,1.62
96676,1.62
97447,1.61
98218,1.61
98989,1.6
99760,1.6
100531,1.61
101302,1.6
102073,1.62
102844,1.6
103615,1.6
104390,1.6
105161,1.6
105932,1.6
106703,1.58
107474,1.59
108245,1.59
109016,1.59
109788,1.59
110559,1.58
111330,1.58
112101,1.58
112875,1.59
113646,1.59
114417,1.58
115188,1.58
115959,1.58
116730,1.58
117501,1.58
118273,1.57
119044,1.57
119815,1.58
120586,1.57
121360,1.57
122131,1.58
122903,1.57
123674,1.57
124445,1.57
125216,1.57
125987,1.57
126758,1.58
127529,1.57
128300,1.56
129071,1.57
129845,1.57
130616,1.58
131388,1.58
132158,1.57
132929,1.56
133700,1.58
134471,1.56
135242,1.57
136013,1.57
136784,1.57
137555,1.57
138330,1.58
139101,1.57
139871,1.58
140643,1.57
141414,1.56
142185,1.57
142956,1.56
143727,1.57
144498,1.56
145269,1.56
146040,1.56
146815,1.56
147586,1.54
148357,1.56
149128,1.55
149899,1.56
150671,1.57
151442,1.55
152213,1.56
152984,1.55
153755,1.57
154530,1.56
155301,1.55
156072,1.56
156843,1.55
157614,1.55
158386,1.54
159157,1.55
159928,1.55
160699,1.55
161470,1.54
162241,1.55
163016,1.55
163787,1.56
164558,1.56
165329,1.56
166100,1.56
166872,1.57
167643,1.55
168414,1.57
169185,1.56
169956,1.58
170727,1.58
171502,1.58
172273,1.58
173044,1.57
173816,1.56
174587,1.56
175358,1.56
176129,1.56
176900,1.57
177671,1.57
178442,1.57
179213,1.57
179989,1.58
180760,1.57
181531,1.58
182302,1.56
183073,1.57
183844,1.56
184615,1.54
185386,1.55
186158,1.56
186929,1.57
187700,1.56
188474,1.55
189246,1.55
190017,1.55
190788,1.58
191559,1.68
192330,1.64
193101,1.6
193873,1.62
194644,1.6
195415,1.61
196186,1.6
196961,1.6
197732,1.59
198503,1.6
199274,1.6
200045,1.59
200816,1.6
201587,1.59
202358,1.59
203129,1.62
203900,1.62
204671,1.61
205446,1.62
206216,1.6
206987,1.63
207758,1.64
208528,1.63
209299,1.63
210069,1.65
210840,1.64
211611,1.63
212382,1.61
213152,1.6
213926,1.6
214697,1.61
215468,1.58
216239,1.59
217009,1.59
217780,1.59
218551,1.6
219321,1.59
220092,1.58
220863,1.58
221634,1.59
222408,1.58
223179,1.58
223949,1.58
224720,1.58
225491,1.58
226262,1.59
227032,1.61
227803,1.62
228574,1.62
229345,1.6
230116,1.61
230890,1.59
231660,1.58
232431,1.59
233202,1.61
233973,1.62
234744,1.62
235514,1.61
236285,1.61
237056,1.6
237826,1.6
238601,1.59
239372,1.58
240142,1.58
240913,1.58
241684,1.57
242455,1.57
243225,1.56
243996,1.58
244767,1.58
245537,1.56
246308,1.55
247077,1.56
247848,1.55
248618,1.54
249389,1.54
250160,1.55
250930,1.54
251702,1.53
252472,1.53
253243,1.54
254014,1.53
254784,1.52
255558,1.54
256329,1.53
257100,1.53
257871,1.53
258642,1.51
259412,1.52
260183,1.54
260954,1.53
261725,1.54
262495,1.54
263266,1.53
264040,1.53
264811,1.54
265582,1.53
266352,1.54
267123,1.56
267893,1.54
268664,1.54
269435,1.52
270206,1.52
270976,1.52
271747,1.51
272521,1.51
273291,1.5
274067,1.51
274837,1.51
275608,1.51
276379,1.5
277149,1.51
277920,1.51
278691,1.51
279462,1.49
280232,1.5
281006,1.51
281777,1.5
282548,1.51
283319,1.5
284090,1.5
284861,1.52
285631,1.53
286402,1.51
287173,1.52
287944,1.5
288715,1.5
289489,1.5
290260,1.5
291031,1.5
291802,1.5
292573,1.51
293343,1.49
294114,1.5
294885,1.5
295656,1.5
296427,1.49
297198,1.51
297972,1.51
298743,1.5
299514,1.5
300285,1.5
301056,1.5
301826,1.5
302597,1.49
303368,1.5
304139,1.5
304910,1.5
305681,1.5
306455,1.5
307226,1.49
307996,1.5
308767,1.49
309538,1.49
310309,1.51
311080,1.5
311851,1.5
312621,1.5
313392,1.5
314167,1.5
314938,1.49
315708,1.49
316479,1.5
317250,1.5
318021,1.5
318792,1.51
319563,1.51
320333,1.5
321104,1.49
321875,1.49
322650,1.5
323420,1.5
324191,1.51
324962,1.51
325733,1.51
326504,1.52
327275,1.51
328045,1.52
328816,1.52
329587,1.52
330358,1.51
331132,1.51
331903,1.51
332674,1.51
333444,1.5
334215,1.51
334986,1.51
335757,1.51
336527,1.51
337298,1.5
338069,1.51
338840,1.5
339614,1.51
340385,1.52
341156,1.51
341926,1.51
342697,1.5
343468,1.5
344239,1.51
345010,1.5
345781,1.51
346552,1.5
347323,1.51
348097,1.5
348868,1.5
349639,1.5
350410,1.5
351181,1.5
351952,1.5
352723,1.5
353494,1.5
354265,1.51
355036,1.5
355807,1.5
356581,1.5
357352,1.49
358123,1.49
358894,1.5
359665,1.49
360436,1.49
361207,1.5
361978,1.5
362749,1.49
363520,1.49
364291,1.5
365066,1.5
365836,1.5
366608,1.5
367379,1.5
368150,1.5
368920,1.5
369691,1.5
370462,1.5
371234,1.5
372004,1.5
372775,1.5
373550,1.5
374321,1.51
375092,1.5
375863,1.5
376634,1.5
377405,1.5
378176,1.5
378947,1.5
379718,1.5
380489,1.49
381260,1.5
382034,1.5
382805,1.5
383576,1.49
384347,1.5
385118,1.5
385889,1.49
386660,1.49
387431,1.49
388202,1.49
388973,1.49
389748,1.49
390519,1.5
391290,1.49
392060,1.49
392831,1.49
393603,1.49
394374,1.49
395145,1.49
395915,1.48
396686,1.49
397457,1.5
398232,1.51
399003,1.49
399774,1.5
400545,1.5
401315,1.5
402087,1.49
402857,1.49
403628,1.49
404399,1.49
405170,1.5
405941,1.5
406715,1.5
407486,1.49
408257,1.5
409028,1.49
409799,1.49
410570,1.5
411341,1.5
412112,1.5
412883,1.5
413654,1.5
414425,1.5
415200,1.51
415971,1.5
416742,1.5
417513,1.5
418284,1.5
419055,1.5
419826,1.49
420597,1.5
421368,1.5
422139,1.5
422910,1.5
423685,1.5
424456,1.5
425227,1.5
425998,1.5
426769,1.49
427540,1.5
428311,1.5
429082,1.5
429853,1.5
430624,1.5
431395,1.5
432170,1.5
432941,1.5
433712,1.5
434483,1.5
435254,1.49
436025,1.5
436796,1.49
437568,1.52
438339,1.5
439110,1.51
439881,1.51
440655,1.51
441426,1.5
442198,1.49
442969,1.49
443740,1.48
444511,1.5
445282,1.49
446053,1.49
446824,1.49
447595,1.49
448366,1.48
449141,1.48
449912,1.48
450683,1.48
451454,1.48
452225,1.48
452996,1.48
453767,1.47
454538,1.47
455310,1.48
456081,1.47
456852,1.47
457626,1.47
458397,1.47
459168,1.47
459939,1.47
460710,1.47
461481,1.48
462252,1.48
463023,1.47
463794,1.47
464566,1.47
465337,1.47
466111,1.48
466882,1.48
467653,1.47
468424,1.47
469195,1.47
469966,1.47
470737,1.47
471508,1.47
472279,1.48
473050,1.48
473825,1.47
474596,1.48
475366,1.48
476137,1.48
476908,1.47
477680,1.47
478451,1.47
479222,1.48
479993,1.48
480764,1.49
481535,1.48
482310,1.47
483081,1.48
483852,1.48
484623,1.49
485394,1.49
486166,1.5
486937,1.5
487708,1.49
488479,1.5
489250,1.5
490021,1.51
490796,1.5
491567,1.51
492338,1.5
493109,1.51
493880,1.5
494652,1.51
495423,1.5
496194,1.52
496965,1.51
497736,1.51
498507,1.53
499282,1.53
500054,1.51
500825,1.53
501596,1.53
502367,1.52
503138,1.53
503909,1.52
504681,1.54
505452,1.54
506223,1.53
506994,1.53
507769,1.54
508540,1.54
509311,1.53
510082,1.53
510853,1.54
511624,1.53
512395,1.53
513167,1.52
513938,1.52
514709,1.53
515480,1.55
516255,1.56
517026,1.55
517797,1.56
518569,1.56
519340,1.57
520111,1.57
520882,1.56
521653,1.57
522424,1.56
523196,1.57
523967,1.56
524741,1.57
525512,1.56
526284,1.57
527055,1.57
527826,1.57
528597,1.56
529368,1.55
530139,1.53
530911,1.53
531682,1.53
532453,1.52
533228,1.52
533999,1.53
534770,1.53
535541,1.52
536312,1.52
537083,1.52
537854,1.52
538625,1.52
539396,1.52
540167,1.52
540938,1.52
541724,1.52
542497,1.52
543270,1.52
544042,1.52
544815,1.52
545588,1.52
546360,1.51
547133,1.51
547906,1.52
548679,1.52
549455,1.52
550228,1.52
551000,1.52
551773,1.52
552546,1.52
553319,1.52
554092,1.53
554865,1.52
555637,1.52
556410,1.52
557188,1.52
557964,1.51
558736,1.51
559509,1.51
560282,1.52
561055,1.52
561828,1.51
562600,1.52
563373,1.52
564146,1.51
564919,1.51
565692,1.51
566468,1.51
567241,1.51
568013,1.5
568786,1.51
569559,1.51
570332,1.51
571105,1.51
571878,1.51
572650,1.51
573423,1.5
574196,1.5
574972,1.51
575745,1.51
576518,1.5
577291,1.51
578063,1.5
578837,1.5
579609,1.5
580382,1.51
581155,1.51
581928,1.51
582700,1.5
583477,1.51
584250,1.5
585022,1.5
585795,1.5
586568,1.5
587341,1.5
588114,1.51
588887,1.5
589659,1.5
590432,1.5
591205,1.51
591981,1.5
592754,1.5
593527,1.51
594300,1.51
595073,1.5
595845,1.51
596618,1.5
597391,1.51
598164,1.51
598937,1.51
599709,1.5
600486,1.5
601259,1.51
602031,1.5
602804,1.5
603577,1.51
604349,1.51
605122,1.51
605895,1.51
606668,1.5
607440,1.51
608213,1.5
608989,1.5
609762,1.5
610535,1.5
611308,1.5
612080,1.5
612853,1.5
613626,1.5
614399,1.49
615172,1.5
615945,1.5
616717,1.5
617494,1.5
618266,1.49
619040,1.5
619813,1.5
620585,1.51
621358,1.5
622131,1.51
622904,1.51
623677,1.5
624450,1.51
625223,1.51
625999,1.51
626772,1.49
627545,1.5
628318,1.5
629091,1.5
629864,1.5
630637,1.5
631410,1.5
632183,1.5
632956,1.5
633732,1.49
634505,1.5
635278,1.5
636051,1.51
636824,1.51
637597,1.5
638370,1.51
639143,1.5
639916,1.5
640688,1.5
641462,1.5
642232,1.5
643005,1.5
643778,1.51
644551,1.5
645324,1.5
646097,1.5
646870,1.5
647643,1.5
648416,1.5
649188,1.51
649961,1.51
650738,1.52
651511,1.51
652284,1.5
653057,1.51
653830,1.5
654603,1.52
655376,1.51
656149,1.51
656921,1.51
657694,1.52
658467,1.51
659244,1.51
660017,1.51
660790,1.5
661563,1.51
662335,1.52
663108,1.52
663882,1.51
664654,1.51
665427,1.52
666200,1.51
666973,1.52
667750,1.51
668522,1.52
669295,1.52
670068,1.52
670841,1.51
671614,1.52
672387,1.52
673159,1.52
673932,1.52
674705,1.52
675478,1.52
676254,1.52
677027,1.53
677800,1.52
678573,1.52
679346,1.52
680119,1.52
680892,1.52
681665,1.52
682438,1.53
683211,1.52
683984,1.53
684760,1.52
685534,1.52
686307,1.53
687080,1.53
687853,1.52
688626,1.53
689399,1.53
690172,1.53
690945,1.53
691718,1.53
692491,1.52
693268,1.53
694041,1.54
694814,1.53
695587,1.53
696360,1.54
697133,1.52
697906,1.53
698679,1.53
699452,1.54
700225,1.54
700999,1.53
701775,1.53
702548,1.53
703321,1.53
704095,1.54
704868,1.53
705641,1.54
706414,1.53
707187,1.53
707960,1.53
708733,1.54
709510,1.53
710283,1.53
711056,1.53
711829,1.54
712602,1.52
713375,1.53
714148,1.54
714921,1.53
715694,1.53
716467,1.52
717240,1.53
718017,1.52
718790,1.53
719563,1.53
720336,1.53
721109,1.53
721883,1.53
722656,1.52
723429,1.53
724202,1.52
724975,1.52
725748,1.53
726525,1.53
727298,1.52
728071,1.53
728844,1.53
729617,1.52
730390,1.52
731163,1.52
731936,1.53
732709,1.52
733482,1.52
734255,1.52
735032,1.52
735805,1.52
736578,1.53
737350,1.52
738123,1.53
738897,1.51
739670,1.52
740442,1.52
741215,1.52
741988,1.52
742761,1.52
743538,1.52
744311,1.53
745084,1.52
745857,1.53
746630,1.52
747403,1.51
748176,1.53
748949,1.52
749722,1.52
750495,1.52
751268,1.53
752045,1.53
752818,1.51
753591,1.53
754364,1.53
755138,1.53
755911,1.53
756684,1.53
757457,1.52
758230,1.53
759003,1.53
759776,1.53
760553,1.53
761327,1.54
762100,1.53
762873,1.53
763646,1.53
764419,1.54
765192,1.53
765966,1.54
766739,1.54
767512,1.53
768285,1.53
769062,1.52
769835,1.53
770608,1.53
771381,1.55
772154,1.54
772927,1.54
773700,1.53
774474,1.54
775247,1.54
776020,1.54
776793,1.54
777570,1.54
778343,1.54
779116,1.53
779890,1.53
780663,1.53
781436,1.54
782209,1.53
782982,1.53
783755,1.54
784528,1.53
785305,1.55
786078,1.53
786851,1.54
787625,1.53
788398,1.53
789171,1.53
789944,1.52
790717,1.54
791490,1.53
792264,1.53
793037,1.52
793813,1.52
794587,1.53
795360,1.51
796133,1.52
796906,1.52
797679,1.52
798452,1.53
799226,1.52
799999,1.52
800772,1.51
801545,1.52
802322,1.52
803095,1.53
803868,1.52
804641,1.52
805414,1.53
806187,1.52
806960,1.52
807733,1.53
808506,1.52
809279,1.52
810052,1.51
810829,1.52
811602,1.52
812375,1.53
813148,1.52
813921,1.52
814695,1.52
815468,1.54
816241,1.54
817014,1.52
817787,1.53
818560,1.54
819337,1.53
820110,1.54
820884,1.54
821657,1.54
822430,1.53
823203,1.53
823977,1.53
824750,1.54
825523,1.54
826296,1.54
827069,1.55
827847,1.54
828620,1.54
829393,1.54
830166,1.54
830939,1.54
831712,1.54
832486,1.55
833259,1.55
834032,1.55
834806,1.55
835579,1.55
836356,1.56
837129,1.56
837902,1.55
838675,1.56
839449,1.55
840222,1.55
841000,1.56
841773,1.55
842546,1.55
843319,1.56
844092,1.56
844869,1.55
845642,1.55
846415,1.56
847188,1.55
847962,1.56
848735,1.56
849508,1.55
850281,1.58
851055,1.58
851828,1.57
852601,1.57
853378,1.56
854151,1.57
854924,1.57
855698,1.57
856471,1.57
857244,1.56
858017,1.57
858791,1.56
859564,1.56
860337,1.57
861110,1.56
861887,1.56
862661,1.56
863434,1.56
864207,1.55
864981,1.56
865754,1.55
866527,1.54
867300,1.55
868074,1.55
868847,1.55
869623,1.55
870397,1.56
871170,1.55
871943,1.56
872716,1.55
873489,1.57
874262,1.56
875035,1.56
875808,1.56
876582,1.55
877355,1.54
878131,1.57
878905,1.54
879677,1.56
880450,1.55
881223,1.55
881995,1.55
882768,1.55
883541,1.56
884313,1.56
885086,1.54
885859,1.55
886635,1.55
887408,1.56
888181,1.55
888953,1.56
889726,1.55
890499,1.56
891272,1.56
892045,1.56
892818,1.56
893590,1.56
894363,1.56
895140,1.56
895913,1.55
896685,1.55
897458,1.54
898231,1.55
899004,1.55
899777,1.56
900549,1.55
901322,1.55
902095,1.55
902868,1.55
903644,1.55
904417,1.54
905190,1.54
905963,1.56
906735,1.56
907508,1.56
908281,1.56
909054,1.56
909827,1.56
910600,1.56
911372,1.55
912149,1.55
912922,1.55
913694,1.56
914467,1.56
915240,1.55
916013,1.56
916786,1.55
917559,1.55
918331,1.55
919104,1.55
919877,1.55
920653,1.55
921426,1.56
922199,1.57
922972,1.56
923745,1.55
924517,1.56
925290,1.57
926063,1.56
926836,1.57
927609,1.57
928382,1.55
929158,1.57
929931,1.57
930704,1.57
931477,1.56
932249,1.57
933022,1.57
933795,1.57
934568,1.57
935341,1.58
936113,1.58
936886,1.57
937662,1.57
938435,1.56
939208,1.56
939981,1.56
940753,1.55
941526,1.56
942299,1.56
943071,1.56
943844,1.57
944617,1.56
945393,1.55
946166,1.55
946939,1.56
947712,1.56
948485,1.55
949257,1.56
950030,1.55
950803,1.55
951576,1.55
952349,1.55
953122,1.56
953898,1.55
954671,1.56
955443,1.54
956216,1.55
956990,1.58
957762,1.57
958535,1.58
959308,1.57
960081,1.57
960854,1.57
961627,1.57
962404,1.57
963177,1.57
963949,1.56
964722,1.57
965496,1.55
966268,1.56
967041,1.55
967814,1.56
968587,1.55
969360,1.55
970133,1.55
970909,1.55
971682,1.55
972455,1.56
973228,1.55
974001,1.56
974774,1.56
975547,1.55
976320,1.55
977093,1.59
977866,1.59
978639,1.58
979415,1.6
980188,1.58
980961,1.58
981734,1.56
982507,1.56
983280,1.55
984053,1.55
984826,1.54
985599,1.56
986372,1.54
987145,1.55
987921,1.55
988694,1.54
989467,1.54
990240,1.54
991013,1.54
991786,1.54
992559,1.53
993332,1.55
994105,1.54
994878,1.53
995650,1.55
996427,1.53
997200,1.53
997973,1.54
998746,1.53
999519,1.52
1000292,1.53
1001065,1.53
1001838,1.52
1002611,1.53
1003384,1.53
1004156,1.52
1004933,1.56
1005706,1.55
1006479,1.56
1007251,1.55
1008024,1.54
1008797,1.55
1009570,1.55
1010343,1.55
1011116,1.55
1011889,1.55
1012665,1.56
1013438,1.55
1014211,1.55
1014984,1.54
1015757,1.55
1016530,1.55
1017303,1.55
1018075,1.54
1018849,1.55
1019622,1.55
1020395,1.54
1021171,1.53
1021944,1.52
1022717,1.52
1023490,1.53
1024263,1.52
1025036,1.52
1025809,1.53
1026582,1.53
1027355,1.53
1028129,1.53
1028902,1.53
1029678,1.52
1030451,1.52
1031224,1.52
1031998,1.51
1032771,1.51
1033544,1.52
1034317,1.53
1035090,1.52
1035863,1.52
1036636,1.53
1037413,1.53
1038186,1.51
1038959,1.52
1039732,1.52
1040505,1.52
1041278,1.54
1042051,1.52
1042824,1.52
1043597,1.52
1044370,1.52
1045143,1.52
1045920,1.52
1046693,1.52
1047466,1.53
1048239,1.52
1049012,1.52
1049786,1.52
1050559,1.53
1051332,1.52
1052105,1.53
1052878,1.53
1053651,1.53
1054428,1.52
1055201,1.52
1055974,1.52
1056747,1.53
1057520,1.53
1058293,1.52
1059066,1.53
1059839,1.53
1060612,1.53
1061385,1.53
1062162,1.54
1062935,1.53
1063708,1.53
1064481,1.53
1065254,1.53
1066027,1.53
1066800,1.55
1067574,1.54
1068347,1.54
1069120,1.54
1069893,1.54
1070669,1.55
1071442,1.55
1072215,1.55
1072988,1.54
1073761,1.55
1074534,1.55
1075307,1.56
1076080,1.55
1076853,1.54
1077626,1.55
1078399,1.56
1079185,1.55
1079958,1.55
1080731,1.54
1081503,1.56
1082276,1.56
1083049,1.56
1083821,1.57
1084594,1.56
1085367,1.56
1086140,1.55
1086916,1.57
1087689,1.58
1088461,1.57
1089235,1.57
1090007,1.57
1090780,1.57
1091553,1.57
1092326,1.58
1093099,1.56
1093872,1.58
1094644,1.58
1095421,1.58
1096193,1.59
1096966,1.58
1097739,1.58
1098512,1.58
1099285,1.59
1100058,1.58
1100831,1.57
1101603,1.58
1102376,1.58
1103149,1.57
1103925,1.58
1104698,1.58
1105471,1.57
1106244,1.58
1107017,1.57
1107790,1.58
1108562,1.57
1109335,1.59
1110108,1.58
1110881,1.57
1111657,1.58
1112430,1.57
1113203,1.57
1113976,1.56
1114749,1.57
1115521,1.58
1116294,1.57
1117067,1.56
1117840,1.57
1118613,1.56
1119386,1.56
1120162,1.56
1120935,1.56
1121708,1.56
1122481,1.55
1123253,1.56
1124026,1.55
1124804,1.55
1125576,1.55
1126349,1.56
1127122,1.55
1127894,1.55
1128671,1.55
1129444,1.55
1130216,1.54
1130989,1.55
1131762,1.55
1132535,1.54
1133307,1.54
1134080,1.54
1134853,1.54
1135626,1.55
1136402,1.55
1137175,1.54
1137948,1.55
1138720,1.54
1139493,1.55
1140266,1.55
1141038,1.56
1141811,1.55
1142584,1.54
1143357,1.54
1144129,1.55
1144905,1.55
1145678,1.54
1146451,1.55
1147224,1.55
1147997,1.55
1148770,1.55
1149543,1.55
1150315,1.55
1151088,1.56
1151861,1.55
1152634,1.54
1153410,1.56
1154183,1.56
1154956,1.56
1155729,1.55
1156502,1.56
1157275,1.56
1158048,1.56
1158821,1.56
1159594,1.57
1160367,1.56
1161143,1.56
1161916,1.54
1162689,1.55
1163462,1.56
1164235,1.56
1165008,1.55
1165781,1.55
1166554,1.55
1167326,1.56
1168099,1.55
1168872,1.57
1169649,1.54
1170422,1.55
1171195,1.55
1171968,1.56
1172740,1.55
1173514,1.55
1174287,1.55
1175059,1.56
1175832,1.55
1176605,1.55
1177378,1.55
1178155,1.56
1178928,1.55
1179700,1.55
1180473,1.56
1181246,1.55
1182019,1.55
1182792,1.54
1183565,1.54
1184338,1.55
1185111,1.54
1185887,1.55
1186661,1.55
1187433,1.55
1188206,1.55
1188979,1.54
1189752,1.54
1190525,1.54
1191298,1.54
1192071,1.55
1192844,1.54
1193617,1.55
1194393,1.55
1195166,1.54
1195939,1.54
1196712,1.55
1197485,1.54
1198258,1.55
1199031,1.55
1199804,1.55
1200577,1.55
1201350,1.54
1202123,1.55
1202899,1.54
1203672,1.55
1204445,1.54
1205218,1.54
1205990,1.54
1206763,1.55
1207536,1.55
1208309,1.55
1209082,1.53
1209855,1.54
1210631,1.54
1211404,1.54
1212177,1.53
1212949,1.54
1213723,1.54
1214496,1.53
1215269,1.54
1216041,1.53
1216814,1.53
1217587,1.54
1218361,1.54
1219137,1.54
1219910,1.54
1220683,1.55
1221456,1.55
1222229,1.54
1223002,1.56
1223775,1.56
1224548,1.57
1225321,1.56
1226094,1.55
1226868,1.56
1227644,1.56
1228417,1.55
1229190,1.55
1229963,1.54
1230736,1.55
1231510,1.54
1232283,1.55
1233056,1.55
1233829,1.55
1234602,1.55
1235379,1.55
1236152,1.55
1236925,1.55
1237698,1.55
1238471,1.55
1239244,1.55
1240017,1.54
1240790,1.55
1241563,1.54
1242336,1.54
1243109,1.53
1243886,1.54
1244659,1.54
1245432,1.53
1246205,1.54
1246978,1.54
1247751,1.53
1248524,1.53
1249298,1.54
1250071,1.52
1250844,1.54
1251617,1.54
1252393,1.53
1253167,1.53
1253940,1.53
1254713,1.53
1255486,1.53
1256259,1.54
1257032,1.54
1257805,1.53
1258578,1.53
1259351,1.53
1260128,1.54
1260901,1.53
1261674,1.54
1262447,1.54
1263220,1.54
1263993,1.54
1264766,1.54
1265539,1.53
1266312,1.54
1267086,1.54
1267859,1.54
1268635,1.53
1269408,1.53
1270181,1.54
1270954,1.54
1271727,1.53
1272500,1.53
1273273,1.53
1274046,1.53
1274819,1.53
1275592,1.54
1276365,1.53
1277141,1.53
1277914,1.52
1278687,1.54
1279460,1.54
1280234,1.53
1281007,1.53
1281780,1.53
1282553,1.53
1283326,1.53
1284099,1.53
1284876,1.53
1285649,1.52
1286422,1.54
1287195,1.53
1287968,1.52
1288742,1.53
1289515,1.53
1290288,1.53
1291061,1.53
1291834,1.53
1292607,1.53
1293384,1.53
1294157,1.53
1294930,1.54
1295703,1.54
1296477,1.54
1297250,1.52
1298023,1.54
1298796,1.54
1299569,1.54
1300342,1.53
1301115,1.54
1301892,1.55
1302666,1.55
1303439,1.54
1304212,1.54
1304985,1.53
1305758,1.55
1306531,1.54
1307304,1.55
1308078,1.54
1308851,1.54
1309627,1.53
1310400,1.54
1311174,1.53
1311947,1.53
1312720,1.54
1313493,1.53
1314266,1.55
1315039,1.54
1315813,1.53
1316586,1.54
1317359,1.53
1318136,1.53
1318909,1.53
1319682,1.53
1320455,1.53
1321228,1.53
1322002,1.54
1322775,1.54
1323548,1.52
1324321,1.53
1325094,1.54
1325867,1.53
1326644,1.53
1327417,1.53
1328190,1.52
1328964,1.53
1329737,1.53
1330510,1.53
1331283,1.53
1332056,1.53
1332829,1.54
1333603,1.54
1334379,1.53
1335152,1.53
1335925,1.53
1336698,1.53
1337472,1.52
1338245,1.52
1339018,1.53
1339791,1.53
1340564,1.52
1341337,1.53
1342110,1.53
1342886,1.53
1343659,1.53
1344433,1.52
1345206,1.52
1345979,1.52
1346752,1.52
1347525,1.52
1348298,1.53
1349071,1.53
1349845,1.53
1350618,1.53
1351395,1.52
1352168,1.53
1352941,1.52
1353714,1.52
1354487,1.53
1355261,1.53
1356034,1.52
1356807,1.54
1357580,1.53
1358354,1.53
1359131,1.53
1359904,1.54
1360677,1.52
1361450,1.53
1362224,1.54
1362997,1.53
1363770,1.54
1364544,1.53
1365317,1.53
1366090,1.53
1366863,1.54
1367640,1.53
1368413,1.54
1369187,1.53
1369960,1.54
1370733,1.53
1371506,1.54
1372279,1.55
1373053,1.54
1373826,1.54
1374599,1.55
1375372,1.55
1376149,1.55
1376922,1.55
1377696,1.54
1378469,1.54
1379242,1.55
1380016,1.54
1380789,1.54
1381562,1.54
1382335,1.55
1383109,1.55
1383885,1.54
1384659,1.55
1385432,1.53
1386205,1.54
1386979,1.55
1387752,1.54
1388525,1.55
1389298,1.55
1390071,1.55
1390845,1.54
1391618,1.54
1392395,1.55
1393168,1.56
1393941,1.54
1394714,1.55
1395488,1.56
1396261,1.55
1397034,1.55
1397807,1.56
1398581,1.54
1399354,1.55
1400127,1.55
1400904,1.55
1401677,1.56
1402450,1.56
1403223,1.56
1403997,1.56
1404770,1.55
1405543,1.55
1406316,1.56
1407089,1.55
1407862,1.55
1408644,1.55
1409416,1.56
1410189,1.55
1410961,1.55
1411734,1.57
1412506,1.57
1413279,1.57
1414052,1.57
1414825,1.57
1415597,1.59
1416370,1.61
1417146,1.63
1417919,1.6
1418692,1.61
1419465,1.63
1420238,1.61
1421010,1.61
1421783,1.6
1422556,1.59
1423329,1.59
1424102,1.59
1424874,1.58
1425651,1.57
1426424,1.58
1427197,1.58
1427970,1.58
1428743,1.57
1429516,1.58
1430289,1.58
1431062,1.58
1431834,1.57
1432607,1.58
1433383,1.57
1434156,1.57
1434929,1.58
1435702,1.58
1436475,1.59
1437248,1.6
1438020,1.6
1438793,1.59
1439566,1.59
1440339,1.6
1441112,1.59
1441888,1.58
1442661,1.57
1443434,1.59
1444207,1.57
1444979,1.57
1445752,1.58
1446525,1.58
1447298,1.58
1448071,1.58
1448844,1.59
1449616,1.58
1450393,1.58
1451165,1.58
1451938,1.58
1452711,1.58
1453484,1.58
1454257,1.58
1455030,1.57
1455802,1.58
1456575,1.58
1457348,1.57
1458124,1.58
1458897,1.57
1459670,1.58
1460443,1.58
1461216,1.56
1461989,1.56
1462761,1.57
1463534,1.57
1464307,1.56
1465080,1.56
1465853,1.57
1466629,1.57
1467402,1.57
1468174,1.58
1468947,1.57
1469720,1.57
1470492,1.57
1471265,1.57
1472038,1.57
1472811,1.57
1473583,1.57
1474356,1.57
1475133,1.57
1475905,1.57
